twitter_id,author_id,hashtag,frequency,full_name,state,region,party
43910797,43910797,DayOfTheGirl,1,Sherrod Brown,OH,north,Democrat
43910797,43910797,InflationReductionAct,1,Sherrod Brown,OH,north,Democrat
43910797,43910797,LGBTQIA,1,Sherrod Brown,OH,north,Democrat
43910797,43910797,NationalManufacturingDay,1,Sherrod Brown,OH,north,Democrat
43910797,43910797,ShopSmall,1,Sherrod Brown,OH,north,Democrat
43910797,43910797,VeteransDay,1,Sherrod Brown,OH,north,Democrat
43910797,43910797,WorldAIDSDay,1,Sherrod Brown,OH,north,Democrat
224285242,45645232,CoSen,1,Michael F. Bennet,CO,north,Democrat
224285242,45645232,Cosen,1,Michael F. Bennet,CO,north,Democrat
224285242,45645232,Diwali,1,Michael F. Bennet,CO,north,Democrat
224285242,45645232,IndigenousPeoplesDay,1,Michael F. Bennet,CO,north,Democrat
224285242,45645232,InflationReductionAct,1,Michael F. Bennet,CO,north,Democrat
224285242,45645232,MentalHealthWeek,1,Michael F. Bennet,CO,north,Democrat
224285242,45645232,NationalComingOutDay,1,Michael F. Bennet,CO,north,Democrat
476256944,476256944,2022CAGeneralElection,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,California,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,ChampionofScience,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,CyberMonth,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,Diwali,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,FirePreventionWeek,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,GetBoosted,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,GivingTuesday,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,GreatShakeOut,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,HispanicHeritageMonth,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,LatinaEqualPayDay,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,MarriageEquality,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,MentalIllnessAwarenessWeek,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,MoreDaysMoreWays,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,NationalFirePreventionWeek,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,PearlHarborRememberanceDay,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,ShakeOut,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,TaxSecurity,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,VoteSafeCA,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,WorldAIDSDay,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,WorldTeachersDay,1,Dianne Feinstein,CA,north,Democrat
476256944,476256944,vote,1,Dianne Feinstein,CA,north,Democrat
486694111,486694111,AEW2022,1,Jack Reed,RI,north,Democrat
486694111,486694111,AmericanEducationWeek,1,Jack Reed,RI,north,Democrat
486694111,486694111,BEATnavy,1,Jack Reed,RI,north,Democrat
486694111,486694111,BreastCancerAwareness,1,Jack Reed,RI,north,Democrat
486694111,486694111,CleanWater50,1,Jack Reed,RI,north,Democrat
486694111,486694111,EatLocal,1,Jack Reed,RI,north,Democrat
486694111,486694111,ElectionDay,1,Jack Reed,RI,north,Democrat
486694111,486694111,FIFAWorldCup,1,Jack Reed,RI,north,Democrat
486694111,486694111,GoArmy,1,Jack Reed,RI,north,Democrat
486694111,486694111,GoBears,1,Jack Reed,RI,north,Democrat
486694111,486694111,HFB2022,1,Jack Reed,RI,north,Democrat
486694111,486694111,LEGEND,1,Jack Reed,RI,north,Democrat
486694111,486694111,LatinaEqualPay,1,Jack Reed,RI,north,Democrat
486694111,486694111,LoveWins,1,Jack Reed,RI,north,Democrat
486694111,486694111,MarriageEquality,1,Jack Reed,RI,north,Democrat
486694111,486694111,MentalHealthAwarenessWeek,1,Jack Reed,RI,north,Democrat
486694111,486694111,NAHM,1,Jack Reed,RI,north,Democrat
486694111,486694111,NAW2022,1,Jack Reed,RI,north,Democrat
486694111,486694111,NoChildLeftInside,1,Jack Reed,RI,north,Democrat
486694111,486694111,PearlHarborRemembranceDay,1,Jack Reed,RI,north,Democrat
486694111,486694111,PellGrants,1,Jack Reed,RI,north,Democrat
486694111,486694111,RIASFAA,1,Jack Reed,RI,north,Democrat
486694111,486694111,RIResearchBreakfast,1,Jack Reed,RI,north,Democrat
486694111,486694111,RIStateArchives,1,Jack Reed,RI,north,Democrat
486694111,486694111,RespectForMarriageAct,1,Jack Reed,RI,north,Democrat
486694111,486694111,RespectforMarriageAct,1,Jack Reed,RI,north,Democrat
486694111,486694111,RosaParksDay,1,Jack Reed,RI,north,Democrat
486694111,486694111,ShopSmall,1,Jack Reed,RI,north,Democrat
486694111,486694111,SocialSecurity,1,Jack Reed,RI,north,Democrat
486694111,486694111,Thanksgiving,1,Jack Reed,RI,north,Democrat
486694111,486694111,USArmy,1,Jack Reed,RI,north,Democrat
486694111,486694111,USNWCM,1,Jack Reed,RI,north,Democrat
486694111,486694111,WarwickRI,1,Jack Reed,RI,north,Democrat
486694111,486694111,WickedAwesome,1,Jack Reed,RI,north,Democrat
486694111,486694111,health,1,Jack Reed,RI,north,Democrat
1410590874,499109830,TogetherforVermont,1,Peter Welch,VT,north,Democrat
1410590874,499109830,vtpoli,1,Peter Welch,VT,north,Democrat
1410590874,499109830,welchwagon,1,Peter Welch,VT,north,Democrat
515822213,515822213,AdvanceIndianHealth,1,Jon Tester,MT,north,Democrat
515822213,515822213,BreastCancerAwarenessMonth,1,Jon Tester,MT,north,Democrat
515822213,515822213,FatBearWeek,1,Jon Tester,MT,north,Democrat
515822213,515822213,FlameDuck,1,Jon Tester,MT,north,Democrat
515822213,515822213,GoGriz,1,Jon Tester,MT,north,Democrat
515822213,515822213,MontanaProud,1,Jon Tester,MT,north,Democrat
515822213,515822213,NationalMinersDay,1,Jon Tester,MT,north,Democrat
515822213,515822213,NationalRuralHealthDay,1,Jon Tester,MT,north,Democrat
515822213,515822213,NativeAmericanHeritageDay,1,Jon Tester,MT,north,Democrat
515822213,515822213,PearlHarborRemembranceDay,1,Jon Tester,MT,north,Democrat
515822213,515822213,ShopSmall,1,Jon Tester,MT,north,Democrat
515822213,515822213,SpotifyWrapped,1,Jon Tester,MT,north,Democrat
515822213,515822213,TreasureOurTeachers,1,Jon Tester,MT,north,Democrat
515822213,515822213,VeteransDay,1,Jon Tester,MT,north,Democrat
515822213,515822213,WorldFoodDay,1,Jon Tester,MT,north,Democrat
515822213,515822213,iafffedfire,1,Jon Tester,MT,north,Democrat
515822213,515822213,mtnews,1,Jon Tester,MT,north,Democrat
5558312,5558312,ARinDC,1,John Boozman,AR,south,Republican
5558312,5558312,ATOY,1,John Boozman,AR,south,Republican
5558312,5558312,AgFoodLife,1,John Boozman,AR,south,Republican
5558312,5558312,AmericaRecyclesDay,1,John Boozman,AR,south,Republican
5558312,5558312,Arkansas,1,John Boozman,AR,south,Republican
5558312,5558312,BeCyberSmart,1,John Boozman,AR,south,Republican
5558312,5558312,BreastCancer,1,John Boozman,AR,south,Republican
5558312,5558312,BreastCancerAwarenessMonth,1,John Boozman,AR,south,Republican
5558312,5558312,ColumbusDay,1,John Boozman,AR,south,Republican
5558312,5558312,CybersecurityAwarenessMonth,1,John Boozman,AR,south,Republican
5558312,5558312,DomesticViolenceAwarenessMonth,1,John Boozman,AR,south,Republican
5558312,5558312,DownSyndromeAwarenessMonth,1,John Boozman,AR,south,Republican
5558312,5558312,FirstResponders,1,John Boozman,AR,south,Republican
5558312,5558312,ForestProductsWeek,1,John Boozman,AR,south,Republican
5558312,5558312,HappyThanksgiving,1,John Boozman,AR,south,Republican
5558312,5558312,HumanRightsViolations,1,John Boozman,AR,south,Republican
5558312,5558312,LandGrant,1,John Boozman,AR,south,Republican
5558312,5558312,ManufacturingDay,1,John Boozman,AR,south,Republican
5558312,5558312,MilitaryFamilyAppreciationMonth,1,John Boozman,AR,south,Republican
5558312,5558312,National4HWeek,1,John Boozman,AR,south,Republican
5558312,5558312,NationalAdoptionDay,1,John Boozman,AR,south,Republican
5558312,5558312,NationalAdoptionMonth,1,John Boozman,AR,south,Republican
5558312,5558312,NationalFirstRespondersDay,1,John Boozman,AR,south,Republican
5558312,5558312,NationalHumanRightsMonth,1,John Boozman,AR,south,Republican
5558312,5558312,NationalVeteransSmallBusinessWeek,1,John Boozman,AR,south,Republican
5558312,5558312,Navy247,1,John Boozman,AR,south,Republican
5558312,5558312,NavyBday,1,John Boozman,AR,south,Republican
5558312,5558312,PearlHarborRemembranceDay,1,John Boozman,AR,south,Republican
5558312,5558312,Recycling,1,John Boozman,AR,south,Republican
5558312,5558312,ShopSmall,1,John Boozman,AR,south,Republican
5558312,5558312,SmallBiz,1,John Boozman,AR,south,Republican
5558312,5558312,SmallBusinessSaturday,1,John Boozman,AR,south,Republican
5558312,5558312,TeachArkansas,1,John Boozman,AR,south,Republican
5558312,5558312,Thanksgiving,1,John Boozman,AR,south,Republican
5558312,5558312,TheRiceStuff,1,John Boozman,AR,south,Republican
5558312,5558312,USMC247,1,John Boozman,AR,south,Republican
5558312,5558312,VetBiz,1,John Boozman,AR,south,Republican
5558312,5558312,VeteransHistoryProject,1,John Boozman,AR,south,Republican
5558312,5558312,WPS,1,John Boozman,AR,south,Republican
5558312,5558312,WorldAIDSDay2022,1,John Boozman,AR,south,Republican
5558312,5558312,WorldCup,1,John Boozman,AR,south,Republican
5558312,5558312,WorldFoodDay,1,John Boozman,AR,south,Republican
5558312,5558312,WorldPolioDay,1,John Boozman,AR,south,Republican
5558312,5558312,YomKippur,1,John Boozman,AR,south,Republican
5558312,5558312,agricultural,1,John Boozman,AR,south,Republican
5558312,5558312,podcast,1,John Boozman,AR,south,Republican
234128524,59969802,ElectionDay,1,Todd Young,IN,north,Republican
234128524,59969802,GoNavyBeatAirForce,1,Todd Young,IN,north,Republican
234128524,59969802,Marines,1,Todd Young,IN,north,Republican
234128524,59969802,OTD,1,Todd Young,IN,north,Republican
600463589,600463589,ElectionDay,1,Mike Crapo,ID,north,Republican
600463589,600463589,Hungary,1,Mike Crapo,ID,north,Republican
600463589,600463589,PearlHarbor,1,Mike Crapo,ID,north,Republican
600463589,600463589,ShopSmall,1,Mike Crapo,ID,north,Republican
600463589,600463589,energy,1,Mike Crapo,ID,north,Republican
600463589,600463589,nuclear,1,Mike Crapo,ID,north,Republican
600463589,600463589,security,1,Mike Crapo,ID,north,Republican
1324926274888888320,65707359,Dreamers,1,Mark Kelly,AZ,north,Democrat
1324926274888888320,65707359,HappyDiwali,1,Mark Kelly,AZ,north,Democrat
1324926274888888320,65707359,IndigenousPeoplesDay,1,Mark Kelly,AZ,north,Democrat
1324926274888888320,65707359,NationalFirstRespondersDay,1,Mark Kelly,AZ,north,Democrat
1324926274888888320,65707359,TBT,1,Mark Kelly,AZ,north,Democrat
1324926274888888320,65707359,YomKippur,1,Mark Kelly,AZ,north,Democrat
817138492614524928,720353279176081408,GotToBeNC,1,Ted Budd,NC,south,Republican
817138492614524928,720353279176081408,NCSen,1,Ted Budd,NC,south,Republican
817138492614524928,720353279176081408,Senate,1,Ted Budd,NC,south,Republican
817138492614524928,720353279176081408,goapp,1,Ted Budd,NC,south,Republican
7429102,7429102,대한민국,1,Mark R. Warner,VA,south,Democrat
76456274,76456274,BreastCancerAwarenessMonth,1,Debbie Stabenow,MI,north,Democrat
76456274,76456274,EndAlz,1,Debbie Stabenow,MI,north,Democrat
76456274,76456274,OpenEnrollment,1,Debbie Stabenow,MI,north,Democrat
76456274,76456274,SenateAg,1,Debbie Stabenow,MI,north,Democrat
76456274,76456274,SmallBusinessSaturday,1,Debbie Stabenow,MI,north,Democrat
76456274,76456274,TreatmentWeek,1,Debbie Stabenow,MI,north,Democrat
811313565760163844,811313565760163844,AsianNightMarket,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,BipartisanInfrastructureLaw,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,BreastCancerAwareness,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,BreastCancerAwarenessMonth,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,DayOfTheGirl,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,DomesticViolenceAwarenessMonth,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,FightRetailCrimeDay,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,FilipinoAmericanHistoryMonth,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,FirePreventionWeek,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,IndigenousPeoplesDay,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,LatinaEqualPayDay,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,NationalGeothermalDay,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,NationalMentalIllnessAwarenessWeek,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,NationalWildlifeRefugeWeek,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,NativeAmericanHeritageDay,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,NevadaDay,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,PackPride,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,RespectForMarriage,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,RespectForMarriageAct,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,RespectforMarriageAct,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,Thanksgiving,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,VeteransDay,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,811313565760163844,WorldAIDSDay,1,Catherine Cortez Masto,NV,north,Democrat
217543151,81191343,ARGov,1,Tim Scott,SC,south,Republican
217543151,81191343,ARSen,1,Tim Scott,SC,south,Republican
217543151,81191343,AZ02,1,Tim Scott,SC,south,Republican
217543151,81191343,AZ06,1,Tim Scott,SC,south,Republican
217543151,81191343,BidenInflation,1,Tim Scott,SC,south,Republican
217543151,81191343,Bidenomics,1,Tim Scott,SC,south,Republican
217543151,81191343,CA27,1,Tim Scott,SC,south,Republican
217543151,81191343,CA40,1,Tim Scott,SC,south,Republican
217543151,81191343,CA45,1,Tim Scott,SC,south,Republican
217543151,81191343,COSen,1,Tim Scott,SC,south,Republican
217543151,81191343,FL15,1,Tim Scott,SC,south,Republican
217543151,81191343,FL19,1,Tim Scott,SC,south,Republican
217543151,81191343,FL27,1,Tim Scott,SC,south,Republican
217543151,81191343,FLGov,1,Tim Scott,SC,south,Republican
217543151,81191343,FLSen,1,Tim Scott,SC,south,Republican
217543151,81191343,GASen,1,Tim Scott,SC,south,Republican
217543151,81191343,GeorgiaRunoff,1,Tim Scott,SC,south,Republican
217543151,81191343,GeorgiaSenateRunoff,1,Tim Scott,SC,south,Republican
217543151,81191343,Halloween,1,Tim Scott,SC,south,Republican
217543151,81191343,IA01,1,Tim Scott,SC,south,Republican
217543151,81191343,IA02,1,Tim Scott,SC,south,Republican
217543151,81191343,IA03,1,Tim Scott,SC,south,Republican
217543151,81191343,IA4,1,Tim Scott,SC,south,Republican
217543151,81191343,IAGov,1,Tim Scott,SC,south,Republican
217543151,81191343,IASen,1,Tim Scott,SC,south,Republican
217543151,81191343,IDSen,1,Tim Scott,SC,south,Republican
217543151,81191343,INSen,1,Tim Scott,SC,south,Republican
217543151,81191343,Israel,1,Tim Scott,SC,south,Republican
217543151,81191343,KSSen,1,Tim Scott,SC,south,Republican
217543151,81191343,KYSen,1,Tim Scott,SC,south,Republican
217543151,81191343,LASen,1,Tim Scott,SC,south,Republican
217543151,81191343,MI10,1,Tim Scott,SC,south,Republican
217543151,81191343,MOSen,1,Tim Scott,SC,south,Republican
217543151,81191343,MT01,1,Tim Scott,SC,south,Republican
217543151,81191343,NCSen,1,Tim Scott,SC,south,Republican
217543151,81191343,NDSen,1,Tim Scott,SC,south,Republican
217543151,81191343,NE02,1,Tim Scott,SC,south,Republican
217543151,81191343,NHGov,1,Tim Scott,SC,south,Republican
217543151,81191343,NHSen,1,Tim Scott,SC,south,Republican
217543151,81191343,NJ07,1,Tim Scott,SC,south,Republican
217543151,81191343,OH13,1,Tim Scott,SC,south,Republican
217543151,81191343,OHGov,1,Tim Scott,SC,south,Republican
217543151,81191343,OHpol,1,Tim Scott,SC,south,Republican
217543151,81191343,PearlHarborRemembranceDay,1,Tim Scott,SC,south,Republican
217543151,81191343,SCGov,1,Tim Scott,SC,south,Republican
217543151,81191343,SCSen,1,Tim Scott,SC,south,Republican
217543151,81191343,SDGov,1,Tim Scott,SC,south,Republican
217543151,81191343,SDSen,1,Tim Scott,SC,south,Republican
217543151,81191343,SemperFidelis,1,Tim Scott,SC,south,Republican
217543151,81191343,TX15,1,Tim Scott,SC,south,Republican
217543151,81191343,TX23,1,Tim Scott,SC,south,Republican
217543151,81191343,TX38,1,Tim Scott,SC,south,Republican
217543151,81191343,TXGov,1,Tim Scott,SC,south,Republican
217543151,81191343,UT04,1,Tim Scott,SC,south,Republican
217543151,81191343,UTSen,1,Tim Scott,SC,south,Republican
217543151,81191343,VA02,1,Tim Scott,SC,south,Republican
217543151,81191343,WI03,1,Tim Scott,SC,south,Republican
217543151,81191343,WISen,1,Tim Scott,SC,south,Republican
217543151,81191343,gapol,1,Tim Scott,SC,south,Republican
217543151,81191343,orpol,1,Tim Scott,SC,south,Republican
816683274076614656,816683274076614656,BidenBorderCrisis,1,John Kennedy,LA,south,Republican
816683274076614656,816683274076614656,Christmas,1,John Kennedy,LA,south,Republican
816683274076614656,816683274076614656,HappyThanksgiving,1,John Kennedy,LA,south,Republican
816683274076614656,816683274076614656,NationalManufacturingDay,1,John Kennedy,LA,south,Republican
816683274076614656,816683274076614656,PanCANawareness,1,John Kennedy,LA,south,Republican
816683274076614656,816683274076614656,PearlHarbor,1,John Kennedy,LA,south,Republican
816683274076614656,816683274076614656,SemperFi,1,John Kennedy,LA,south,Republican
816683274076614656,816683274076614656,VeteransDay,1,John Kennedy,LA,south,Republican
816683274076614656,816683274076614656,openborder,1,John Kennedy,LA,south,Republican
817138492614524928,817138492614524928,Bidenflation,1,Ted Budd,NC,south,Republican
817138492614524928,817138492614524928,NationalFarmersDay,1,Ted Budd,NC,south,Republican
817138492614524928,817138492614524928,OnThisDay,1,Ted Budd,NC,south,Republican
817138492614524928,817138492614524928,PearlHarbor81,1,Ted Budd,NC,south,Republican
817138492614524928,817138492614524928,Thanksgiving,1,Ted Budd,NC,south,Republican
817138492614524928,817138492614524928,VeteransDay,1,Ted Budd,NC,south,Republican
818554054309715969,818554054309715969,ADM2022,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,AmericanEducationWeek,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,BreastCancerAwarenessMonth,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,ChurchillCounty,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,ComingOutDay,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,CopaMundial,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,CyberMonth,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,DayOfTheGirl,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,Diwali,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,DomesticViolenceAwarenessMonth,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,ElectionDay,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,EndTheStigma,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,FAHM2022,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,HomeMeansNevada,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,IndigenousPeoplesDay,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,InflationReductionAct,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,LatinaEqualPayDay,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,MentalIllnessAwarenessWeek,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,MilitaryFamiliesMonth,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,NationalVeteransSmallBusinessWeek,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,NationalWildlifeRefugeWeek,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,NevadaDay,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,PearlHarbor,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,RespectforMarriageAct,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,ShopLocal,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,ShopSmall,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,SoloPalante,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,TheGoldenAge,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,TransgenderDayofRemembrance,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,VaxUpAmerica,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,VeteransDay,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,WorldAIDSDay,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,WorldCup,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,WorldMentalHealthDay,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,WorldSpaceWeek,1,Jacky Rosen,NV,north,Democrat
818554054309715969,818554054309715969,WorldTeachersDay,1,Jacky Rosen,NV,north,Democrat
1351236267707654145,82489457,AxeFiles,1,Alex Padilla,CA,north,Democrat
1351236267707654145,82489457,BlueWave,1,Alex Padilla,CA,north,Democrat
1351236267707654145,82489457,ElTarasco,1,Alex Padilla,CA,north,Democrat
1351236267707654145,82489457,FlippableFive,1,Alex Padilla,CA,north,Democrat
1351236267707654145,82489457,January6thCommitteeHearings,1,Alex Padilla,CA,north,Democrat
1351236267707654145,82489457,JusticeForJanitors,1,Alex Padilla,CA,north,Democrat
1351236267707654145,82489457,WakandaForever,1,Alex Padilla,CA,north,Democrat
1351236267707654145,82489457,tortillaroll,1,Alex Padilla,CA,north,Democrat
88784440,88784440,BringRidgeHome,1,Mike Lee,UT,north,Republican
88784440,88784440,GlobalBiosimilarsWeek,1,Mike Lee,UT,north,Republican
88784440,88784440,NationalFarmersDay,1,Mike Lee,UT,north,Republican
88784440,88784440,PatriotAwards,1,Mike Lee,UT,north,Republican
899978622416695297,899978622416695297,AARPNY,1,Kirsten E. Gillibrand,NY,north,Democrat
899978622416695297,899978622416695297,AmericanRescuePlan,1,Kirsten E. Gillibrand,NY,north,Democrat
899978622416695297,899978622416695297,COVID,1,Kirsten E. Gillibrand,NY,north,Democrat
899978622416695297,899978622416695297,JuntosSíPodemosUSA,1,Kirsten E. Gillibrand,NY,north,Democrat
899978622416695297,899978622416695297,NationalFirstRespondersDay,1,Kirsten E. Gillibrand,NY,north,Democrat
899978622416695297,899978622416695297,PACTAct,1,Kirsten E. Gillibrand,NY,north,Democrat
899978622416695297,899978622416695297,PROAct,1,Kirsten E. Gillibrand,NY,north,Democrat
899978622416695297,899978622416695297,TreeOfLife,1,Kirsten E. Gillibrand,NY,north,Democrat
899978622416695297,899978622416695297,VaxUpAmerica,1,Kirsten E. Gillibrand,NY,north,Democrat
92186819,92186819,BatWeek,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,Diwali,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,ElectionDay,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,EndTheException,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,First2Fight,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,Halloween,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,IndigenousPeoplesDay,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,LatinaEqualPay,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,MMIW,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,NationalComingOutDay,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,NationalManufacturingDay,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,NationalNoodleDay,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,NativeAmericanHeritageMonth,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,NativeWomensEqualPay,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,OohRah,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,RoevemberIsComing,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,SemperFi,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,SmallBizSaturday,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,SmallBusinessSaturday,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,TransDayOfRemembrance,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,UnityDay,1,Mazie K. Hirono,HI,north,Democrat
92186819,92186819,VeteransDay,1,Mazie K. Hirono,HI,north,Democrat
941000686275387392,941000686275387392,CenturySummit,1,Tina Smith,MN,north,Democrat
941000686275387392,941000686275387392,ElectionDay,1,Tina Smith,MN,north,Democrat
941000686275387392,941000686275387392,NAHM,1,Tina Smith,MN,north,Democrat
941000686275387392,941000686275387392,VaxUpAmerica,1,Tina Smith,MN,north,Democrat
946549322,946549322,DayOfTheGirl,1,Margaret Wood Hassan,NH,north,Democrat
946549322,946549322,Diwali,1,Margaret Wood Hassan,NH,north,Democrat
946549322,946549322,ManufacturingDay,1,Margaret Wood Hassan,NH,north,Democrat
946549322,946549322,NationalFirstRespondersDay,1,Margaret Wood Hassan,NH,north,Democrat
946549322,946549322,RespectForMarriageAct,1,Margaret Wood Hassan,NH,north,Democrat
946549322,946549322,SemperFi,1,Margaret Wood Hassan,NH,north,Democrat
970207298,970207298,AdvanceIndianHealth,1,Elizabeth Warren,MA,north,Democrat
970207298,970207298,BigTech,1,Elizabeth Warren,MA,north,Democrat
970207298,970207298,DigitalTrade,1,Elizabeth Warren,MA,north,Democrat
970207298,970207298,EconCon,1,Elizabeth Warren,MA,north,Democrat
970207298,970207298,HappyThanksgiving,1,Elizabeth Warren,MA,north,Democrat
970207298,970207298,IndigenousPeoplesDay,1,Elizabeth Warren,MA,north,Democrat
970207298,970207298,StudentDebt,1,Elizabeth Warren,MA,north,Democrat
970207298,970207298,VeteransDay,1,Elizabeth Warren,MA,north,Democrat
970207298,970207298,mapoli,1,Elizabeth Warren,MA,north,Democrat
983348251972816896,983348251972816896,Advent,1,Cindy Hyde-Smith,MS,south,Republican
983348251972816896,983348251972816896,Artemis,1,Cindy Hyde-Smith,MS,south,Republican
983348251972816896,983348251972816896,BackTheBlue,1,Cindy Hyde-Smith,MS,south,Republican
983348251972816896,983348251972816896,BePrepared,1,Cindy Hyde-Smith,MS,south,Republican
983348251972816896,983348251972816896,BleedTheeBlue,1,Cindy Hyde-Smith,MS,south,Republican
983348251972816896,983348251972816896,BreastCancerAwarenessMonth,1,Cindy Hyde-Smith,MS,south,Republican
